signal_id,account_id,signal_type,signal_value,signal_source,signal_timestamp
SIG-000336,ACC-00005,funding_event,1,news_feed,2026-09-13 03:00:00
SIG-000337,ACC-00043,website_visit,8,web_analytics,2026-08-14 15:00:00
SIG-000338,ACC-00136,demo_request,1,web_analytics,2026-05-25 06:00:00
SIG-000339,ACC-00137,website_visit,5,web_analytics,2026-06-26 04:00:00
SIG-000340,ACC-00030,email_engagement,1,email_platform,2026-07-28 08:00:00
SIG-000341,ACC-00092,website_visit,6,web_analytics,2026-07-12 14:00:00
SIG-000342,ACC-00010,website_visit,2,web_analytics,2026-06-22 01:00:00
SIG-000343,ACC-00042,open_source_model_interest,1,job_boards,2026-09-01 09:00:00
SIG-000344,ACC-00090,email_engagement,1,email_platform,2026-05-21 21:00:00
SIG-000345,ACC-00108,website_visit,7,web_analytics,2026-05-27 23:00:00
SIG-000346,ACC-00098,product_usage_growth,6,product_telemetry,2026-08-26 20:00:00
SIG-000347,ACC-00120,website_visit,8,web_analytics,2026-07-24 14:00:00
SIG-000348,ACC-00161,website_visit,6,web_analytics,2026-06-27 08:00:00
SIG-000349,ACC-00011,website_visit,2,web_analytics,2026-05-24 13:00:00
SIG-000350,ACC-00100,email_engagement,1,email_platform,2026-08-23 08:00:00
SIG-000351,ACC-00022,funding_event,1,news_feed,2026-07-19 23:00:00
SIG-000352,ACC-00054,open_source_model_interest,1,job_boards,2026-07-27 20:00:00
SIG-000353,ACC-00115,email_engagement,1,email_platform,2026-08-30 19:00:00
SIG-000354,ACC-00150,product_usage_growth,31,product_telemetry,2026-08-26 04:00:00
SIG-000355,ACC-00108,website_visit,2,web_analytics,2026-05-15 22:00:00
SIG-000356,ACC-00027,website_visit,3,web_analytics,2026-08-12 04:00:00
SIG-000357,ACC-00103,email_engagement,1,email_platform,2026-06-30 09:00:00
SIG-000358,ACC-00177,website_visit,7,web_analytics,2026-09-16 23:00:00
SIG-000359,ACC-00107,product_usage_growth,37,product_telemetry,2026-09-06 18:00:00
SIG-000360,ACC-00095,website_visit,5,web_analytics,2026-05-31 20:00:00
SIG-000361,ACC-00164,website_visit,7,web_analytics,2026-05-31 01:00:00
SIG-000362,ACC-00054,email_engagement,1,email_platform,2026-06-05 14:00:00
SIG-000363,ACC-00181,website_visit,1,web_analytics,2026-08-13 19:00:00
SIG-000364,ACC-00172,pricing_page_visit,1,web_analytics,2026-06-05 04:00:00
SIG-000365,ACC-00182,email_engagement,1,email_platform,2026-05-12 05:00:00
SIG-000366,ACC-00119,pricing_page_visit,1,web_analytics,2026-09-18 00:00:00
SIG-000367,ACC-00191,website_visit,5,web_analytics,2026-06-18 17:00:00
SIG-000368,ACC-00149,email_engagement,1,email_platform,2026-08-30 14:00:00
SIG-000369,ACC-00138,open_source_model_interest,1,job_boards,2026-08-30 02:00:00
SIG-000370,ACC-00026,website_visit,2,web_analytics,2026-06-24 01:00:00
SIG-000371,ACC-00124,email_engagement,1,email_platform,2026-06-21 09:00:00
SIG-000372,ACC-00005,job_posting_ml_engineer,3,clay,2026-05-21 00:00:00
SIG-000373,ACC-00005,demo_request,1,web_analytics,2026-05-18 16:00:00
SIG-000374,ACC-00006,product_usage_growth,6,product_telemetry,2026-07-10 10:00:00
SIG-000375,ACC-00007,job_posting_ml_engineer,2,clay,2026-06-17 13:00:00
SIG-000376,ACC-00191,website_visit,3,web_analytics,2026-08-29 14:00:00
SIG-000377,ACC-00043,product_usage_growth,20,product_telemetry,2026-05-29 19:00:00
SIG-000378,ACC-00057,email_engagement,1,email_platform,2026-08-21 17:00:00
SIG-000379,ACC-00108,email_engagement,1,email_platform,2026-06-12 03:00:00
SIG-000380,ACC-00143,product_usage_growth,47,product_telemetry,2026-06-13 21:00:00
SIG-000381,ACC-00143,demo_request,1,web_analytics,2026-06-21 05:00:00
SIG-000382,ACC-00170,product_usage_growth,24,product_telemetry,2026-08-25 10:00:00
SIG-000383,ACC-00104,email_engagement,1,email_platform,2026-06-24 21:00:00
SIG-000384,ACC-00050,website_visit,1,web_analytics,2026-09-16 05:00:00
SIG-000385,ACC-00010,demo_request,1,web_analytics,2026-07-17 12:00:00
SIG-000386,ACC-00166,website_visit,4,web_analytics,2026-08-27 23:00:00
SIG-000387,ACC-00181,job_posting_ml_engineer,1,clay,2026-07-17 09:00:00
SIG-000388,ACC-00023,email_engagement,1,email_platform,2026-07-16 13:00:00
SIG-000389,ACC-00074,funding_event,1,news_feed,2026-09-04 10:00:00
SIG-000390,ACC-00071,website_visit,2,web_analytics,2026-06-11 13:00:00
SIG-000391,ACC-00031,website_visit,7,web_analytics,2026-05-28 20:00:00
SIG-000392,ACC-00005,website_visit,5,web_analytics,2026-05-15 14:00:00
SIG-000393,ACC-00004,open_source_model_interest,1,job_boards,2026-06-27 06:00:00
SIG-000394,ACC-00135,job_posting_ml_engineer,4,clay,2026-06-07 19:00:00
SIG-000395,ACC-00021,email_engagement,1,email_platform,2026-08-19 00:00:00
SIG-000396,ACC-00095,pricing_page_visit,1,web_analytics,2026-08-27 07:00:00
SIG-000397,ACC-00091,website_visit,8,web_analytics,2026-08-05 01:00:00
SIG-000398,ACC-00108,demo_request,1,web_analytics,2026-06-20 03:00:00
SIG-000399,ACC-00172,pricing_page_visit,1,web_analytics,2026-08-01 18:00:00
SIG-000400,ACC-00155,website_visit,7,web_analytics,2026-07-03 03:00:00
SIG-000401,ACC-00119,open_source_model_interest,1,job_boards,2026-09-05 08:00:00
SIG-000402,ACC-00014,pricing_page_visit,1,web_analytics,2026-08-11 19:00:00
SIG-000403,ACC-00022,website_visit,3,web_analytics,2026-05-21 23:00:00
SIG-000404,ACC-00191,demo_request,1,web_analytics,2026-07-03 15:00:00
SIG-000405,ACC-00047,product_usage_growth,4,product_telemetry,2026-05-14 23:00:00
SIG-000406,ACC-00060,website_visit,4,web_analytics,2026-06-09 08:00:00
SIG-000407,ACC-00181,email_engagement,1,email_platform,2026-09-08 00:00:00
SIG-000408,ACC-00006,website_visit,3,web_analytics,2026-06-17 01:00:00
SIG-000409,ACC-00066,open_source_model_interest,1,job_boards,2026-06-15 13:00:00
SIG-000410,ACC-00142,website_visit,1,web_analytics,2026-07-09 05:00:00
SIG-000411,ACC-00125,job_posting_ml_engineer,2,clay,2026-05-27 05:00:00
SIG-000412,ACC-00054,email_engagement,1,email_platform,2026-08-27 22:00:00
SIG-000413,ACC-00081,pricing_page_visit,1,web_analytics,2026-08-20 02:00:00
SIG-000414,ACC-00162,pricing_page_visit,1,web_analytics,2026-07-11 17:00:00
SIG-000415,ACC-00042,demo_request,1,web_analytics,2026-08-09 21:00:00
SIG-000416,ACC-00017,email_engagement,1,email_platform,2026-07-17 08:00:00
SIG-000417,ACC-00198,email_engagement,1,email_platform,2026-08-05 13:00:00
SIG-000418,ACC-00128,email_engagement,1,email_platform,2026-06-28 05:00:00
SIG-000419,ACC-00181,product_usage_growth,31,product_telemetry,2026-07-23 15:00:00
SIG-000420,ACC-00122,product_usage_growth,-1,product_telemetry,2026-05-22 00:00:00
SIG-000421,ACC-00115,website_visit,8,web_analytics,2026-06-16 14:00:00
SIG-000422,ACC-00053,email_engagement,1,email_platform,2026-08-18 17:00:00
SIG-000423,ACC-00019,website_visit,2,web_analytics,2026-06-04 13:00:00
SIG-000424,ACC-00060,product_usage_growth,60,product_telemetry,2026-07-23 16:00:00
SIG-000425,ACC-00143,email_engagement,1,email_platform,2026-07-10 18:00:00
SIG-000426,ACC-00192,product_usage_growth,45,product_telemetry,2026-07-25 00:00:00
SIG-000427,ACC-00150,product_usage_growth,-5,product_telemetry,2026-05-21 19:00:00
SIG-000428,ACC-00012,pricing_page_visit,1,web_analytics,2026-05-27 03:00:00
SIG-000429,ACC-00155,job_posting_ml_engineer,2,clay,2026-06-20 09:00:00
SIG-000430,ACC-00006,website_visit,5,web_analytics,2026-09-13 04:00:00
SIG-000431,ACC-00039,product_usage_growth,37,product_telemetry,2026-05-23 20:00:00
SIG-000432,ACC-00164,website_visit,6,web_analytics,2026-06-02 10:00:00
SIG-000433,ACC-00160,email_engagement,1,email_platform,2026-09-05 02:00:00
SIG-000434,ACC-00176,pricing_page_visit,1,web_analytics,2026-06-18 04:00:00
SIG-000435,ACC-00097,pricing_page_visit,1,web_analytics,2026-06-26 11:00:00
SIG-000436,ACC-00170,email_engagement,1,email_platform,2026-06-21 10:00:00
SIG-000437,ACC-00112,website_visit,2,web_analytics,2026-05-27 03:00:00
SIG-000438,ACC-00035,email_engagement,1,email_platform,2026-09-03 12:00:00
SIG-000439,ACC-00121,website_visit,7,web_analytics,2026-08-31 15:00:00
SIG-000440,ACC-00010,job_posting_ml_engineer,2,clay,2026-09-14 09:00:00
SIG-000441,ACC-00181,email_engagement,1,email_platform,2026-06-04 04:00:00
SIG-000442,ACC-00009,website_visit,2,web_analytics,2026-06-26 05:00:00
SIG-000443,ACC-00171,demo_request,1,web_analytics,2026-05-29 04:00:00
SIG-000444,ACC-00042,product_usage_growth,23,product_telemetry,2026-07-23 03:00:00
SIG-000445,ACC-00092,job_posting_ml_engineer,2,clay,2026-07-09 04:00:00
SIG-000446,ACC-00162,open_source_model_interest,1,job_boards,2026-08-11 13:00:00
SIG-000447,ACC-00005,open_source_model_interest,1,job_boards,2026-06-17 13:00:00
SIG-000448,ACC-00191,website_visit,6,web_analytics,2026-06-16 04:00:00
SIG-000449,ACC-00045,email_engagement,1,email_platform,2026-05-15 14:00:00
SIG-000450,ACC-00085,website_visit,6,web_analytics,2026-07-07 00:00:00
SIG-000451,ACC-00148,job_posting_ml_engineer,3,clay,2026-05-20 17:00:00
SIG-000452,ACC-00155,website_visit,1,web_analytics,2026-05-28 07:00:00
SIG-000453,ACC-00005,email_engagement,1,email_platform,2026-07-31 18:00:00
SIG-000454,ACC-00130,demo_request,1,web_analytics,2026-05-17 08:00:00
SIG-000455,ACC-00134,open_source_model_interest,1,job_boards,2026-06-02 07:00:00
SIG-000456,ACC-00004,website_visit,6,web_analytics,2026-08-28 12:00:00
SIG-000457,ACC-00117,job_posting_ml_engineer,4,clay,2026-08-08 19:00:00
SIG-000458,ACC-00112,job_posting_ml_engineer,2,clay,2026-08-14 12:00:00
SIG-000459,ACC-00143,open_source_model_interest,1,job_boards,2026-09-18 05:00:00
SIG-000460,ACC-00073,pricing_page_visit,1,web_analytics,2026-08-03 06:00:00
SIG-000461,ACC-00142,website_visit,5,web_analytics,2026-05-24 11:00:00
SIG-000462,ACC-00004,website_visit,5,web_analytics,2026-07-08 05:00:00
SIG-000463,ACC-00191,email_engagement,1,email_platform,2026-05-16 16:00:00
SIG-000464,ACC-00096,email_engagement,1,email_platform,2026-08-20 07:00:00
SIG-000465,ACC-00151,website_visit,5,web_analytics,2026-08-13 08:00:00
SIG-000466,ACC-00181,website_visit,3,web_analytics,2026-06-19 05:00:00
SIG-000467,ACC-00095,website_visit,5,web_analytics,2026-07-31 22:00:00
SIG-000468,ACC-00010,email_engagement,1,email_platform,2026-07-04 10:00:00
SIG-000469,ACC-00180,pricing_page_visit,1,web_analytics,2026-08-15 02:00:00
SIG-000470,ACC-00198,email_engagement,1,email_platform,2026-07-26 14:00:00
SIG-000471,ACC-00052,funding_event,1,news_feed,2026-08-31 15:00:00
SIG-000472,ACC-00008,email_engagement,1,email_platform,2026-05-28 23:00:00
SIG-000473,ACC-00091,website_visit,5,web_analytics,2026-07-25 14:00:00
SIG-000474,ACC-00040,demo_request,1,web_analytics,2026-08-17 16:00:00
SIG-000475,ACC-00198,funding_event,1,news_feed,2026-06-01 17:00:00
SIG-000476,ACC-00005,funding_event,1,news_feed,2026-07-17 17:00:00
SIG-000477,ACC-00181,website_visit,2,web_analytics,2026-07-30 13:00:00
SIG-000478,ACC-00011,website_visit,5,web_analytics,2026-08-09 02:00:00
SIG-000479,ACC-00160,website_visit,2,web_analytics,2026-07-25 20:00:00
SIG-000480,ACC-00092,website_visit,1,web_analytics,2026-05-12 20:00:00
SIG-000481,ACC-00182,email_engagement,1,email_platform,2026-06-21 06:00:00
SIG-000482,ACC-00143,website_visit,2,web_analytics,2026-05-23 15:00:00
SIG-000483,ACC-00130,job_posting_ml_engineer,1,clay,2026-06-28 03:00:00
SIG-000484,ACC-00092,email_engagement,1,email_platform,2026-06-07 09:00:00
SIG-000485,ACC-00113,website_visit,2,web_analytics,2026-08-05 18:00:00
SIG-000486,ACC-00129,demo_request,1,web_analytics,2026-08-29 15:00:00
SIG-000487,ACC-00108,job_posting_ml_engineer,2,clay,2026-06-18 12:00:00
SIG-000488,ACC-00166,product_usage_growth,19,product_telemetry,2026-06-02 19:00:00
SIG-000489,ACC-00199,job_posting_ml_engineer,4,clay,2026-05-20 21:00:00
SIG-000490,ACC-00107,open_source_model_interest,1,job_boards,2026-08-23 15:00:00
SIG-000491,ACC-00142,website_visit,3,web_analytics,2026-09-06 16:00:00
SIG-000492,ACC-00010,open_source_model_interest,1,job_boards,2026-07-03 23:00:00
SIG-000493,ACC-00198,website_visit,8,web_analytics,2026-07-05 21:00:00
SIG-000494,ACC-00133,website_visit,6,web_analytics,2026-06-01 15:00:00
SIG-000495,ACC-00098,product_usage_growth,-6,product_telemetry,2026-09-11 13:00:00
SIG-000496,ACC-00081,product_usage_growth,45,product_telemetry,2026-08-16 09:00:00
SIG-000497,ACC-00128,job_posting_ml_engineer,4,clay,2026-08-10 02:00:00
SIG-000498,ACC-00089,email_engagement,1,email_platform,2026-06-29 17:00:00
SIG-000499,ACC-00005,website_visit,6,web_analytics,2026-06-24 06:00:00
SIG-000500,ACC-00100,open_source_model_interest,1,job_boards,2026-07-19 11:00:00
SIG-000501,ACC-00092,email_engagement,1,email_platform,2026-06-25 13:00:00
SIG-000502,ACC-00098,website_visit,7,web_analytics,2026-09-13 20:00:00
SIG-000503,ACC-00009,open_source_model_interest,1,job_boards,2026-08-25 03:00:00
SIG-000504,ACC-00181,website_visit,8,web_analytics,2026-07-05 07:00:00
SIG-000505,ACC-00055,email_engagement,1,email_platform,2026-07-14 17:00:00
SIG-000506,ACC-00163,pricing_page_visit,1,web_analytics,2026-06-25 10:00:00
SIG-000507,ACC-00143,email_engagement,1,email_platform,2026-07-04 02:00:00
SIG-000508,ACC-00114,demo_request,1,web_analytics,2026-06-09 10:00:00
SIG-000509,ACC-00120,demo_request,1,web_analytics,2026-08-03 00:00:00
SIG-000510,ACC-00173,open_source_model_interest,1,job_boards,2026-05-31 00:00:00
SIG-000511,ACC-00019,email_engagement,1,email_platform,2026-07-20 14:00:00
SIG-000512,ACC-00199,website_visit,7,web_analytics,2026-09-02 22:00:00
SIG-000513,ACC-00122,website_visit,5,web_analytics,2026-07-21 06:00:00
SIG-000514,ACC-00042,website_visit,4,web_analytics,2026-05-18 01:00:00
SIG-000515,ACC-00112,demo_request,1,web_analytics,2026-07-12 14:00:00
SIG-000516,ACC-00089,demo_request,1,web_analytics,2026-09-14 17:00:00
SIG-000517,ACC-00025,website_visit,5,web_analytics,2026-06-17 21:00:00
SIG-000518,ACC-00027,pricing_page_visit,1,web_analytics,2026-05-14 15:00:00
SIG-000519,ACC-00152,open_source_model_interest,1,job_boards,2026-07-20 23:00:00
SIG-000520,ACC-00098,pricing_page_visit,1,web_analytics,2026-07-26 14:00:00
SIG-000521,ACC-00063,open_source_model_interest,1,job_boards,2026-09-05 03:00:00
SIG-000522,ACC-00183,open_source_model_interest,1,job_boards,2026-07-18 10:00:00
SIG-000523,ACC-00041,pricing_page_visit,1,web_analytics,2026-09-10 19:00:00
SIG-000524,ACC-00017,job_posting_ml_engineer,3,clay,2026-06-13 09:00:00
SIG-000525,ACC-00183,pricing_page_visit,1,web_analytics,2026-06-12 18:00:00
SIG-000526,ACC-00104,open_source_model_interest,1,job_boards,2026-07-21 09:00:00
SIG-000527,ACC-00054,open_source_model_interest,1,job_boards,2026-07-11 16:00:00
SIG-000528,ACC-00129,email_engagement,1,email_platform,2026-08-25 13:00:00
SIG-000529,ACC-00133,website_visit,7,web_analytics,2026-09-12 17:00:00
SIG-000530,ACC-00051,email_engagement,1,email_platform,2026-07-29 22:00:00
SIG-000531,ACC-00163,website_visit,3,web_analytics,2026-08-16 23:00:00
SIG-000532,ACC-00085,pricing_page_visit,1,web_analytics,2026-06-28 09:00:00
SIG-000533,ACC-00122,pricing_page_visit,1,web_analytics,2026-09-14 18:00:00
SIG-000534,ACC-00169,email_engagement,1,email_platform,2026-07-31 10:00:00
SIG-000535,ACC-00047,website_visit,7,web_analytics,2026-08-28 07:00:00
SIG-000536,ACC-00163,website_visit,7,web_analytics,2026-08-20 11:00:00
SIG-000537,ACC-00052,open_source_model_interest,1,job_boards,2026-06-14 14:00:00
SIG-000538,ACC-00063,email_engagement,1,email_platform,2026-08-04 05:00:00
SIG-000539,ACC-00011,website_visit,5,web_analytics,2026-07-18 07:00:00
SIG-000540,ACC-00169,email_engagement,1,email_platform,2026-06-28 20:00:00
SIG-000541,ACC-00063,job_posting_ml_engineer,3,clay,2026-08-26 01:00:00
SIG-000542,ACC-00098,open_source_model_interest,1,job_boards,2026-09-18 10:00:00
SIG-000543,ACC-00101,website_visit,7,web_analytics,2026-09-09 00:00:00
SIG-000544,ACC-00054,email_engagement,1,email_platform,2026-08-28 08:00:00
SIG-000545,ACC-00114,website_visit,2,web_analytics,2026-08-18 03:00:00
SIG-000546,ACC-00075,job_posting_ml_engineer,3,clay,2026-07-14 02:00:00
SIG-000547,ACC-00054,website_visit,8,web_analytics,2026-09-06 12:00:00
SIG-000548,ACC-00066,website_visit,8,web_analytics,2026-05-23 05:00:00
SIG-000549,ACC-00142,website_visit,6,web_analytics,2026-05-16 15:00:00
SIG-000550,ACC-00041,website_visit,2,web_analytics,2026-08-04 13:00:00
SIG-000551,ACC-00073,email_engagement,1,email_platform,2026-08-04 05:00:00
SIG-000552,ACC-00067,job_posting_ml_engineer,3,clay,2026-07-08 21:00:00
SIG-000553,ACC-00035,pricing_page_visit,1,web_analytics,2026-09-12 16:00:00
SIG-000554,ACC-00185,demo_request,1,web_analytics,2026-06-27 17:00:00
SIG-000555,ACC-00119,pricing_page_visit,1,web_analytics,2026-07-09 08:00:00
SIG-000556,ACC-00194,website_visit,7,web_analytics,2026-07-16 13:00:00
SIG-000557,ACC-00198,product_usage_growth,16,product_telemetry,2026-08-09 06:00:00
SIG-000558,ACC-00076,demo_request,1,web_analytics,2026-05-17 05:00:00
SIG-000559,ACC-00083,product_usage_growth,2,product_telemetry,2026-06-17 02:00:00
SIG-000560,ACC-00130,product_usage_growth,44,product_telemetry,2026-08-27 05:00:00
SIG-000561,ACC-00161,website_visit,7,web_analytics,2026-06-24 04:00:00
SIG-000562,ACC-00169,demo_request,1,web_analytics,2026-08-29 09:00:00
SIG-000563,ACC-00024,product_usage_growth,9,product_telemetry,2026-08-17 21:00:00
SIG-000564,ACC-00067,email_engagement,1,email_platform,2026-08-31 17:00:00
SIG-000565,ACC-00134,pricing_page_visit,1,web_analytics,2026-06-21 10:00:00
SIG-000566,ACC-00200,email_engagement,1,email_platform,2026-08-04 06:00:00
SIG-000567,ACC-00122,product_usage_growth,48,product_telemetry,2026-05-26 23:00:00
SIG-000568,ACC-00091,open_source_model_interest,1,job_boards,2026-08-29 19:00:00
SIG-000569,ACC-00070,product_usage_growth,58,product_telemetry,2026-09-15 18:00:00
SIG-000570,ACC-00004,website_visit,8,web_analytics,2026-05-18 09:00:00
SIG-000571,ACC-00161,pricing_page_visit,1,web_analytics,2026-08-18 14:00:00
SIG-000572,ACC-00010,product_usage_growth,16,product_telemetry,2026-05-18 22:00:00
SIG-000573,ACC-00066,pricing_page_visit,1,web_analytics,2026-05-24 14:00:00
SIG-000574,ACC-00009,website_visit,3,web_analytics,2026-05-22 18:00:00
SIG-000575,ACC-00153,website_visit,5,web_analytics,2026-06-26 18:00:00
SIG-000576,ACC-00191,pricing_page_visit,1,web_analytics,2026-07-07 17:00:00
SIG-000577,ACC-00128,email_engagement,1,email_platform,2026-09-15 05:00:00
SIG-000578,ACC-00145,website_visit,7,web_analytics,2026-05-15 23:00:00
SIG-000579,ACC-00092,pricing_page_visit,1,web_analytics,2026-07-07 19:00:00
SIG-000580,ACC-00100,pricing_page_visit,1,web_analytics,2026-08-17 09:00:00
SIG-000581,ACC-00103,open_source_model_interest,1,job_boards,2026-07-28 09:00:00
SIG-000582,ACC-00026,demo_request,1,web_analytics,2026-08-09 23:00:00
SIG-000583,ACC-00110,open_source_model_interest,1,job_boards,2026-07-28 01:00:00
SIG-000584,ACC-00004,pricing_page_visit,1,web_analytics,2026-08-06 02:00:00
SIG-000585,ACC-00006,pricing_page_visit,1,web_analytics,2026-07-24 03:00:00
SIG-000586,ACC-00098,funding_event,1,news_feed,2026-08-23 20:00:00
SIG-000587,ACC-00130,funding_event,1,news_feed,2026-09-09 02:00:00
SIG-000588,ACC-00172,website_visit,4,web_analytics,2026-07-06 20:00:00
SIG-000589,ACC-00143,email_engagement,1,email_platform,2026-06-26 14:00:00
SIG-000590,ACC-00063,pricing_page_visit,1,web_analytics,2026-05-21 08:00:00
SIG-000591,ACC-00054,website_visit,6,web_analytics,2026-07-19 14:00:00
SIG-000592,ACC-00139,pricing_page_visit,1,web_analytics,2026-06-06 05:00:00
SIG-000593,ACC-00136,funding_event,1,news_feed,2026-08-13 18:00:00
SIG-000594,ACC-00136,open_source_model_interest,1,job_boards,2026-06-09 13:00:00
SIG-000595,ACC-00108,job_posting_ml_engineer,1,clay,2026-07-06 05:00:00
SIG-000596,ACC-00181,job_posting_ml_engineer,3,clay,2026-09-17 10:00:00
SIG-000597,ACC-00160,open_source_model_interest,1,job_boards,2026-05-28 20:00:00
SIG-000598,ACC-00172,pricing_page_visit,1,web_analytics,2026-09-10 01:00:00
SIG-000599,ACC-00193,job_posting_ml_engineer,3,clay,2026-08-27 02:00:00
SIG-000600,ACC-00137,pricing_page_visit,1,web_analytics,2026-07-15 11:00:00
SIG-000601,ACC-00081,job_posting_ml_engineer,1,clay,2026-07-14 22:00:00
SIG-000602,ACC-00035,website_visit,2,web_analytics,2026-09-18 04:00:00
SIG-000603,ACC-00066,funding_event,1,news_feed,2026-07-08 21:00:00
SIG-000604,ACC-00187,email_engagement,1,email_platform,2026-07-18 15:00:00
SIG-000605,ACC-00163,website_visit,6,web_analytics,2026-08-12 20:00:00
SIG-000606,ACC-00122,website_visit,1,web_analytics,2026-05-21 12:00:00
SIG-000607,ACC-00100,demo_request,1,web_analytics,2026-05-14 22:00:00
SIG-000608,ACC-00130,job_posting_ml_engineer,4,clay,2026-08-14 02:00:00
SIG-000609,ACC-00191,email_engagement,1,email_platform,2026-05-21 17:00:00
SIG-000610,ACC-00147,pricing_page_visit,1,web_analytics,2026-08-20 07:00:00
SIG-000611,ACC-00014,email_engagement,1,email_platform,2026-06-16 09:00:00
SIG-000612,ACC-00004,funding_event,1,news_feed,2026-07-03 09:00:00
SIG-000613,ACC-00193,email_engagement,1,email_platform,2026-09-08 05:00:00
SIG-000614,ACC-00083,email_engagement,1,email_platform,2026-08-17 14:00:00
SIG-000615,ACC-00121,job_posting_ml_engineer,2,clay,2026-08-27 23:00:00
SIG-000616,ACC-00108,pricing_page_visit,1,web_analytics,2026-09-07 21:00:00
SIG-000617,ACC-00192,website_visit,2,web_analytics,2026-07-02 01:00:00
SIG-000618,ACC-00168,email_engagement,1,email_platform,2026-08-02 03:00:00
SIG-000619,ACC-00008,website_visit,3,web_analytics,2026-07-29 11:00:00
SIG-000620,ACC-00152,pricing_page_visit,1,web_analytics,2026-05-17 18:00:00
SIG-000621,ACC-00054,pricing_page_visit,1,web_analytics,2026-08-27 15:00:00
SIG-000622,ACC-00142,website_visit,3,web_analytics,2026-08-28 14:00:00
SIG-000623,ACC-00122,demo_request,1,web_analytics,2026-09-12 20:00:00
SIG-000624,ACC-00108,website_visit,3,web_analytics,2026-07-15 06:00:00
SIG-000625,ACC-00034,website_visit,4,web_analytics,2026-05-12 02:00:00
SIG-000626,ACC-00010,website_visit,6,web_analytics,2026-06-07 16:00:00
SIG-000627,ACC-00108,email_engagement,1,email_platform,2026-08-25 11:00:00
SIG-000628,ACC-00170,funding_event,1,news_feed,2026-08-28 22:00:00
SIG-000629,ACC-00040,pricing_page_visit,1,web_analytics,2026-06-03 01:00:00
SIG-000630,ACC-00004,product_usage_growth,-10,product_telemetry,2026-09-04 03:00:00
SIG-000631,ACC-00089,product_usage_growth,17,product_telemetry,2026-05-12 09:00:00
SIG-000632,ACC-00193,email_engagement,1,email_platform,2026-06-09 20:00:00
SIG-000633,ACC-00042,job_posting_ml_engineer,4,clay,2026-05-13 08:00:00
SIG-000634,ACC-00091,email_engagement,1,email_platform,2026-06-29 08:00:00
SIG-000635,ACC-00166,pricing_page_visit,1,web_analytics,2026-09-18 18:00:00
SIG-000636,ACC-00109,email_engagement,1,email_platform,2026-08-29 22:00:00
SIG-000637,ACC-00141,website_visit,8,web_analytics,2026-06-14 23:00:00
SIG-000638,ACC-00054,product_usage_growth,49,product_telemetry,2026-06-17 12:00:00
SIG-000639,ACC-00066,job_posting_ml_engineer,3,clay,2026-08-26 23:00:00
SIG-000640,ACC-00187,website_visit,8,web_analytics,2026-07-10 03:00:00
SIG-000641,ACC-00184,email_engagement,1,email_platform,2026-08-22 10:00:00
SIG-000642,ACC-00130,website_visit,4,web_analytics,2026-08-17 19:00:00
SIG-000643,ACC-00089,open_source_model_interest,1,job_boards,2026-09-13 20:00:00
SIG-000644,ACC-00161,website_visit,8,web_analytics,2026-09-06 08:00:00
SIG-000645,ACC-00122,website_visit,8,web_analytics,2026-09-07 19:00:00
SIG-000646,ACC-00089,open_source_model_interest,1,job_boards,2026-06-11 12:00:00
SIG-000647,ACC-00163,product_usage_growth,-1,product_telemetry,2026-07-18 12:00:00
SIG-000648,ACC-00092,website_visit,2,web_analytics,2026-06-01 18:00:00
SIG-000649,ACC-00164,open_source_model_interest,1,job_boards,2026-05-21 11:00:00
SIG-000650,ACC-00017,product_usage_growth,46,product_telemetry,2026-08-25 22:00:00
SIG-000651,ACC-00010,website_visit,1,web_analytics,2026-06-30 20:00:00
SIG-000652,ACC-00042,website_visit,8,web_analytics,2026-06-01 16:00:00
SIG-000653,ACC-00005,email_engagement,1,email_platform,2026-08-25 23:00:00
SIG-000654,ACC-00063,product_usage_growth,39,product_telemetry,2026-05-24 05:00:00
SIG-000655,ACC-00162,website_visit,1,web_analytics,2026-06-27 00:00:00
SIG-000656,ACC-00010,website_visit,2,web_analytics,2026-05-12 10:00:00
SIG-000657,ACC-00142,job_posting_ml_engineer,2,clay,2026-08-15 17:00:00
SIG-000658,ACC-00092,email_engagement,1,email_platform,2026-08-13 14:00:00
SIG-000659,ACC-00158,pricing_page_visit,1,web_analytics,2026-08-13 17:00:00
SIG-000660,ACC-00155,product_usage_growth,15,product_telemetry,2026-07-29 22:00:00
SIG-000661,ACC-00021,pricing_page_visit,1,web_analytics,2026-06-25 23:00:00
SIG-000662,ACC-00098,website_visit,8,web_analytics,2026-07-25 18:00:00
SIG-000663,ACC-00181,website_visit,4,web_analytics,2026-06-26 19:00:00
SIG-000664,ACC-00108,website_visit,1,web_analytics,2026-09-01 07:00:00
SIG-000665,ACC-00010,website_visit,8,web_analytics,2026-09-08 18:00:00
SIG-000666,ACC-00092,website_visit,5,web_analytics,2026-07-19 13:00:00
SIG-000667,ACC-00054,product_usage_growth,7,product_telemetry,2026-06-13 22:00:00
SIG-000668,ACC-00032,pricing_page_visit,1,web_analytics,2026-07-20 07:00:00
SIG-000669,ACC-00173,website_visit,7,web_analytics,2026-08-14 14:00:00
SIG-000670,ACC-00053,email_engagement,1,email_platform,2026-07-19 17:00:00
SIG-000671,ACC-00154,website_visit,5,web_analytics,2026-07-18 17:00:00
