usage_id,account_id,month,api_calls,active_users,mom_growth_pct
USG-000503,ACC-00084,2026-08-01,146552,130,22
USG-000504,ACC-00084,2026-09-01,187586,136,28
USG-000505,ACC-00085,2026-04-01,1230000,27,23
USG-000506,ACC-00085,2026-05-01,1537500,32,25
USG-000507,ACC-00085,2026-06-01,1968000,29,28
USG-000508,ACC-00085,2026-07-01,2538720,33,29
USG-000509,ACC-00085,2026-08-01,3122625,36,23
USG-000510,ACC-00085,2026-09-01,3903281,42,25
USG-000511,ACC-00086,2026-04-01,3920000,57,-2
USG-000512,ACC-00086,2026-05-01,3802400,61,-3
USG-000513,ACC-00086,2026-06-01,3802400,60,0
USG-000514,ACC-00086,2026-07-01,3726352,61,-2
USG-000515,ACC-00086,2026-08-01,3577297,62,-4
USG-000516,ACC-00086,2026-09-01,3541524,61,-1
USG-000517,ACC-00087,2026-04-01,3960000,34,-1
USG-000518,ACC-00087,2026-05-01,3603600,31,-9
USG-000519,ACC-00087,2026-06-01,3387384,32,-6
USG-000520,ACC-00087,2026-07-01,3285762,37,-3
USG-000521,ACC-00087,2026-08-01,3187189,35,-3
USG-000522,ACC-00087,2026-09-01,3091573,35,-3
USG-000523,ACC-00088,2026-04-01,46500,129,-7
USG-000524,ACC-00088,2026-05-01,45105,133,-3
USG-000525,ACC-00088,2026-06-01,41947,130,-7
USG-000526,ACC-00088,2026-07-01,39010,127,-7
USG-000527,ACC-00088,2026-08-01,35499,133,-9
USG-000528,ACC-00088,2026-09-01,34079,133,-4
USG-000529,ACC-00089,2026-04-01,4920000,107,23
USG-000530,ACC-00089,2026-05-01,6199200,107,26
USG-000531,ACC-00089,2026-06-01,7872984,112,27
USG-000532,ACC-00089,2026-07-01,9526310,109,21
USG-000533,ACC-00089,2026-08-01,12003150,113,26
USG-000534,ACC-00089,2026-09-01,15364032,119,28
USG-000535,ACC-00090,2026-04-01,920000,14,-8
USG-000536,ACC-00090,2026-05-01,864800,13,-6
USG-000537,ACC-00090,2026-06-01,830208,19,-4
USG-000538,ACC-00090,2026-07-01,755489,16,-9
USG-000539,ACC-00090,2026-08-01,740379,16,-2
USG-000540,ACC-00090,2026-09-01,725571,14,-2
USG-000541,ACC-00091,2026-04-01,256000,10,28
USG-000542,ACC-00091,2026-05-01,314880,8,23
USG-000543,ACC-00091,2026-06-01,384153,8,22
USG-000544,ACC-00091,2026-07-01,495557,11,29
USG-000545,ACC-00091,2026-08-01,599623,16,21
USG-000546,ACC-00091,2026-09-01,767517,14,28
USG-000547,ACC-00092,2026-04-01,3920000,127,-2
USG-000548,ACC-00092,2026-05-01,3763200,128,-4
USG-000549,ACC-00092,2026-06-01,3800832,129,1
USG-000550,ACC-00092,2026-07-01,3876848,127,2
USG-000551,ACC-00092,2026-08-01,3993153,125,3
USG-000552,ACC-00092,2026-09-01,3913289,130,-2
USG-000553,ACC-00093,2026-04-01,70500,128,41
USG-000554,ACC-00093,2026-05-01,102225,129,45
USG-000555,ACC-00093,2026-06-01,147204,132,44
USG-000556,ACC-00093,2026-07-01,207557,131,41
USG-000557,ACC-00093,2026-08-01,298882,132,44
USG-000558,ACC-00093,2026-09-01,433378,131,45
USG-000559,ACC-00094,2026-04-01,194000,98,-3
USG-000560,ACC-00094,2026-05-01,186240,97,-4
USG-000561,ACC-00094,2026-06-01,188102,96,1
USG-000562,ACC-00094,2026-07-01,186220,102,-1
USG-000563,ACC-00094,2026-08-01,186220,100,0
USG-000564,ACC-00094,2026-09-01,182495,97,-2
USG-000565,ACC-00095,2026-04-01,12720000,76,6
USG-000566,ACC-00095,2026-05-01,12847200,79,1
USG-000567,ACC-00095,2026-06-01,12718728,79,-1
USG-000568,ACC-00095,2026-07-01,12845915,82,1
USG-000569,ACC-00095,2026-08-01,13359751,84,4
USG-000570,ACC-00095,2026-09-01,13359751,84,0
USG-000571,ACC-00096,2026-04-01,210000,127,5
USG-000572,ACC-00096,2026-05-01,226800,132,8
USG-000573,ACC-00096,2026-06-01,235872,131,4
USG-000574,ACC-00096,2026-07-01,254741,133,8
USG-000575,ACC-00096,2026-08-01,277667,139,9
USG-000576,ACC-00096,2026-09-01,310987,141,12
USG-000577,ACC-00097,2026-04-01,46500,98,-7
USG-000578,ACC-00097,2026-05-01,42780,104,-8
USG-000579,ACC-00097,2026-06-01,39357,106,-8
USG-000580,ACC-00097,2026-07-01,38963,112,-1
USG-000581,ACC-00097,2026-08-01,35845,111,-8
USG-000582,ACC-00097,2026-09-01,34769,116,-3
USG-000583,ACC-00098,2026-04-01,5160000,79,29
USG-000584,ACC-00098,2026-05-01,6450000,83,25
USG-000585,ACC-00098,2026-06-01,8320500,86,29
USG-000586,ACC-00098,2026-07-01,10733445,89,29
USG-000587,ACC-00098,2026-08-01,13202137,89,23
USG-000588,ACC-00098,2026-09-01,16898735,92,28
USG-000589,ACC-00099,2026-04-01,59500,6,19
USG-000590,ACC-00099,2026-05-01,68425,10,15
USG-000591,ACC-00099,2026-06-01,78688,7,15
USG-000592,ACC-00099,2026-07-01,93638,7,19
USG-000593,ACC-00099,2026-08-01,110492,12,18
USG-000594,ACC-00099,2026-09-01,123751,18,12
USG-000595,ACC-00100,2026-04-01,54000,17,8
USG-000596,ACC-00100,2026-05-01,57240,15,6
USG-000597,ACC-00100,2026-06-01,62964,16,10
USG-000598,ACC-00100,2026-07-01,65482,13,4
USG-000599,ACC-00100,2026-08-01,72030,19,10
USG-000600,ACC-00100,2026-09-01,80673,19,12
USG-000601,ACC-00101,2026-04-01,5760000,37,44
USG-000602,ACC-00101,2026-05-01,8294400,38,44
USG-000603,ACC-00101,2026-06-01,12358656,39,49
USG-000604,ACC-00101,2026-07-01,18414397,42,49
USG-000605,ACC-00101,2026-08-01,26700875,46,45
USG-000606,ACC-00101,2026-09-01,37648233,51,41
USG-000607,ACC-00102,2026-04-01,208000,36,4
USG-000608,ACC-00102,2026-05-01,210080,37,1
USG-000609,ACC-00102,2026-06-01,214281,36,2
USG-000610,ACC-00102,2026-07-01,209995,33,-2
USG-000611,ACC-00102,2026-08-01,205795,31,-2
USG-000612,ACC-00102,2026-09-01,201679,31,-2
USG-000613,ACC-00103,2026-04-01,5640000,42,41
USG-000614,ACC-00103,2026-05-01,8234400,39,46
USG-000615,ACC-00103,2026-06-01,11857536,39,44
USG-000616,ACC-00103,2026-07-01,16719125,36,41
USG-000617,ACC-00103,2026-08-01,23573966,33,41
USG-000618,ACC-00103,2026-09-01,35125209,38,49
USG-000619,ACC-00104,2026-04-01,5800000,69,45
USG-000620,ACC-00104,2026-05-01,8584000,69,48
USG-000621,ACC-00104,2026-06-01,12189280,75,42
USG-000622,ACC-00104,2026-07-01,17186884,72,41
USG-000623,ACC-00104,2026-08-01,25608457,77,49
USG-000624,ACC-00104,2026-09-01,36364008,75,42
USG-000625,ACC-00105,2026-04-01,1040000,30,4
USG-000626,ACC-00105,2026-05-01,1092000,33,5
USG-000627,ACC-00105,2026-06-01,1157520,33,6
USG-000628,ACC-00105,2026-07-01,1226971,37,6
USG-000629,ACC-00105,2026-08-01,1312858,41,7
USG-000630,ACC-00105,2026-09-01,1470400,47,12
USG-000631,ACC-00106,2026-04-01,4160000,19,4
USG-000632,ACC-00106,2026-05-01,4534400,20,9
USG-000633,ACC-00106,2026-06-01,5078528,18,12
USG-000634,ACC-00106,2026-07-01,5687951,21,12
USG-000635,ACC-00106,2026-08-01,6313625,22,11
USG-000636,ACC-00106,2026-09-01,6944987,22,10
USG-000637,ACC-00107,2026-04-01,49500,16,-1
USG-000638,ACC-00107,2026-05-01,46530,16,-6
USG-000639,ACC-00107,2026-06-01,45134,14,-3
USG-000640,ACC-00107,2026-07-01,41523,14,-8
USG-000641,ACC-00107,2026-08-01,40692,12,-2
USG-000642,ACC-00107,2026-09-01,37436,17,-8
USG-000643,ACC-00108,2026-04-01,49500,86,-1
USG-000644,ACC-00108,2026-05-01,47025,88,-5
USG-000645,ACC-00108,2026-06-01,46554,87,-1
USG-000646,ACC-00108,2026-07-01,44226,86,-5
USG-000647,ACC-00108,2026-08-01,40245,86,-9
USG-000648,ACC-00108,2026-09-01,38232,83,-5
USG-000649,ACC-00109,2026-04-01,50500,95,1
USG-000650,ACC-00109,2026-05-01,50500,98,0
USG-000651,ACC-00109,2026-06-01,51510,95,2
USG-000652,ACC-00109,2026-07-01,53055,97,3
USG-000653,ACC-00109,2026-08-01,54116,103,2
USG-000654,ACC-00109,2026-09-01,54116,104,0
USG-000655,ACC-00110,2026-04-01,17640000,75,47
USG-000656,ACC-00110,2026-05-01,26107200,74,48
USG-000657,ACC-00110,2026-06-01,36811152,72,41
USG-000658,ACC-00110,2026-07-01,51903724,77,41
USG-000659,ACC-00110,2026-08-01,74222325,78,43
USG-000660,ACC-00110,2026-09-01,104653478,77,41
USG-000661,ACC-00111,2026-04-01,15480000,25,29
USG-000662,ACC-00111,2026-05-01,19040400,25,23
USG-000663,ACC-00111,2026-06-01,24562116,29,29
USG-000664,ACC-00111,2026-07-01,30702645,26,25
USG-000665,ACC-00111,2026-08-01,37764253,29,23
USG-000666,ACC-00111,2026-09-01,46450031,26,23
USG-000667,ACC-00112,2026-04-01,13440000,95,12
USG-000668,ACC-00112,2026-05-01,15455999,97,15
USG-000669,ACC-00112,2026-06-01,17465278,101,13
USG-000670,ACC-00112,2026-07-01,19910416,103,14
USG-000671,ACC-00112,2026-08-01,22697874,106,14
USG-000672,ACC-00112,2026-09-01,26102555,105,15
USG-000673,ACC-00113,2026-04-01,208000,88,4
USG-000674,ACC-00113,2026-05-01,224640,86,8
USG-000675,ACC-00113,2026-06-01,238118,92,6
USG-000676,ACC-00113,2026-07-01,250023,97,5
USG-000677,ACC-00113,2026-08-01,265024,102,6
USG-000678,ACC-00113,2026-09-01,288876,100,9
USG-000679,ACC-00114,2026-04-01,15240000,30,27
USG-000680,ACC-00114,2026-05-01,18745200,32,23
USG-000681,ACC-00114,2026-06-01,23618952,38,26
USG-000682,ACC-00114,2026-07-01,28578931,39,21
USG-000683,ACC-00114,2026-08-01,36295242,37,27
USG-000684,ACC-00114,2026-09-01,43917242,34,21
USG-000685,ACC-00115,2026-04-01,3840000,48,-4
USG-000686,ACC-00115,2026-05-01,3916800,51,2
USG-000687,ACC-00115,2026-06-01,3760128,48,-4
USG-000688,ACC-00115,2026-07-01,3647324,47,-3
USG-000689,ACC-00115,2026-08-01,3793216,47,4
USG-000690,ACC-00115,2026-09-01,3944944,46,4
USG-000691,ACC-00116,2026-04-01,3680000,24,-8
USG-000692,ACC-00116,2026-05-01,3459200,23,-6
USG-000693,ACC-00116,2026-06-01,3355424,21,-3
USG-000694,ACC-00116,2026-07-01,3221207,19,-4
USG-000695,ACC-00116,2026-08-01,2995722,16,-7
USG-000696,ACC-00116,2026-09-01,2845935,21,-5
USG-000697,ACC-00117,2026-04-01,1100000,8,10
USG-000698,ACC-00117,2026-05-01,1199000,8,9
USG-000699,ACC-00117,2026-06-01,1294920,9,8
USG-000700,ACC-00117,2026-07-01,1424412,6,10
USG-000701,ACC-00117,2026-08-01,1538364,5,8
USG-000702,ACC-00117,2026-09-01,1630665,9,6
USG-000703,ACC-00118,2026-04-01,5800000,62,45
USG-000704,ACC-00118,2026-05-01,8178000,60,41
USG-000705,ACC-00118,2026-06-01,11612760,62,42
USG-000706,ACC-00118,2026-07-01,16722374,59,44
USG-000707,ACC-00118,2026-08-01,24414666,63,46
USG-000708,ACC-00118,2026-09-01,35157119,64,44
USG-000709,ACC-00119,2026-04-01,4080000,43,2
USG-000710,ACC-00119,2026-05-01,4365600,46,7
USG-000711,ACC-00119,2026-06-01,4365600,50,0
USG-000712,ACC-00119,2026-07-01,4583880,55,5
USG-000713,ACC-00119,2026-08-01,4629718,54,1
USG-000714,ACC-00119,2026-09-01,4814906,52,4
USG-000715,ACC-00120,2026-04-01,246000,123,23
USG-000716,ACC-00120,2026-05-01,314880,120,28
USG-000717,ACC-00120,2026-06-01,406195,123,29
USG-000718,ACC-00120,2026-07-01,515867,126,27
USG-000719,ACC-00120,2026-08-01,649992,129,26
USG-000720,ACC-00120,2026-09-01,799490,128,23
USG-000721,ACC-00121,2026-04-01,1180000,25,18
USG-000722,ACC-00121,2026-05-01,1404200,29,19
USG-000723,ACC-00121,2026-06-01,1670998,30,19
USG-000724,ACC-00121,2026-07-01,1921647,34,15
USG-000725,ACC-00121,2026-08-01,2267543,32,18
USG-000726,ACC-00121,2026-09-01,2562323,38,13
USG-000727,ACC-00122,2026-04-01,49500,53,-1
USG-000728,ACC-00122,2026-05-01,51975,51,5
USG-000729,ACC-00122,2026-06-01,55613,52,7
USG-000730,ACC-00122,2026-07-01,59505,58,7
USG-000731,ACC-00122,2026-08-01,63075,59,6
USG-000732,ACC-00122,2026-09-01,63705,58,1
USG-000733,ACC-00123,2026-04-01,290000,83,45
USG-000734,ACC-00123,2026-05-01,420500,80,45
USG-000735,ACC-00123,2026-06-01,609725,83,45
USG-000736,ACC-00123,2026-07-01,896295,88,47
USG-000737,ACC-00123,2026-08-01,1281701,86,43
USG-000738,ACC-00123,2026-09-01,1832832,84,43
USG-000739,ACC-00124,2026-04-01,1450000,119,45
USG-000740,ACC-00124,2026-05-01,2117000,118,46
USG-000741,ACC-00124,2026-06-01,3090820,119,46
USG-000742,ACC-00124,2026-07-01,4419872,116,43
USG-000743,ACC-00124,2026-08-01,6497211,117,47
USG-000744,ACC-00124,2026-09-01,9420955,115,45
USG-000745,ACC-00125,2026-04-01,64000,28,28
USG-000746,ACC-00125,2026-05-01,82560,33,29
USG-000747,ACC-00125,2026-06-01,100723,38,22
USG-000748,ACC-00125,2026-07-01,123889,42,23
USG-000749,ACC-00125,2026-08-01,153622,39,24
USG-000750,ACC-00125,2026-09-01,195099,39,27
USG-000751,ACC-00126,2026-04-01,1030000,65,3
USG-000752,ACC-00126,2026-05-01,1102100,64,7
USG-000753,ACC-00126,2026-06-01,1102100,69,0
USG-000754,ACC-00126,2026-07-01,1179247,70,7
USG-000755,ACC-00126,2026-08-01,1238209,75,5
USG-000756,ACC-00126,2026-09-01,1225826,78,-1
USG-000757,ACC-00127,2026-04-01,5640000,71,41
USG-000758,ACC-00127,2026-05-01,8008800,69,42
USG-000759,ACC-00127,2026-06-01,11292408,68,41
USG-000760,ACC-00127,2026-07-01,16035219,67,42
USG-000761,ACC-00127,2026-08-01,23411419,68,46
USG-000762,ACC-00127,2026-09-01,33712443,69,44
USG-000763,ACC-00128,2026-04-01,48000,48,-4
USG-000764,ACC-00128,2026-05-01,48960,45,2
USG-000765,ACC-00128,2026-06-01,48960,51,0
USG-000766,ACC-00128,2026-07-01,50918,54,4
USG-000767,ACC-00128,2026-08-01,48881,54,-4
USG-000768,ACC-00128,2026-09-01,50347,53,3
USG-000769,ACC-00129,2026-04-01,52000,129,4
USG-000770,ACC-00129,2026-05-01,55640,128,7
USG-000771,ACC-00129,2026-06-01,57865,128,4
USG-000772,ACC-00129,2026-07-01,60758,134,5
USG-000773,ACC-00129,2026-08-01,67441,139,11
USG-000774,ACC-00129,2026-09-01,70138,137,4
USG-000775,ACC-00130,2026-04-01,45500,73,-9
USG-000776,ACC-00130,2026-05-01,43225,77,-5
USG-000777,ACC-00130,2026-06-01,39767,77,-8
USG-000778,ACC-00130,2026-07-01,36585,81,-8
USG-000779,ACC-00130,2026-08-01,33658,87,-8
USG-000780,ACC-00130,2026-09-01,32984,92,-2
USG-000781,ACC-00131,2026-04-01,5680000,17,42
USG-000782,ACC-00131,2026-05-01,8122400,19,43
USG-000783,ACC-00131,2026-06-01,11452584,24,41
USG-000784,ACC-00131,2026-07-01,16606246,22,45
USG-000785,ACC-00131,2026-08-01,24079056,26,45
USG-000786,ACC-00131,2026-09-01,35877793,28,49
USG-000787,ACC-00132,2026-04-01,1220000,3,22
USG-000788,ACC-00132,2026-05-01,1512800,7,24
USG-000789,ACC-00132,2026-06-01,1906128,7,26
USG-000790,ACC-00132,2026-07-01,2401721,12,26
USG-000791,ACC-00132,2026-08-01,2954116,10,23
USG-000792,ACC-00132,2026-09-01,3574480,14,21
USG-000793,ACC-00133,2026-04-01,256000,143,28
USG-000794,ACC-00133,2026-05-01,309760,147,21
USG-000795,ACC-00133,2026-06-01,381004,151,23
USG-000796,ACC-00133,2026-07-01,461014,151,21
USG-000797,ACC-00133,2026-08-01,590097,149,28
USG-000798,ACC-00133,2026-09-01,749423,147,27
USG-000799,ACC-00134,2026-04-01,4760000,8,19
USG-000800,ACC-00134,2026-05-01,5616800,7,18
USG-000801,ACC-00134,2026-06-01,6346983,7,13
USG-000802,ACC-00134,2026-07-01,7425970,8,17
USG-000803,ACC-00134,2026-08-01,8762644,12,18
USG-000804,ACC-00134,2026-09-01,9814161,17,12
USG-000805,ACC-00135,2026-04-01,204000,124,2
USG-000806,ACC-00135,2026-05-01,216240,127,6
USG-000807,ACC-00135,2026-06-01,231376,125,7
USG-000808,ACC-00135,2026-07-01,229062,124,-1
USG-000809,ACC-00135,2026-08-01,235933,129,3
USG-000810,ACC-00135,2026-09-01,233573,134,-1
USG-000811,ACC-00136,2026-04-01,1120000,90,12
USG-000812,ACC-00136,2026-05-01,1164800,89,4
USG-000813,ACC-00136,2026-06-01,1257984,90,8
USG-000814,ACC-00136,2026-07-01,1346042,89,7
USG-000815,ACC-00136,2026-08-01,1440264,92,7
USG-000816,ACC-00136,2026-09-01,1526679,91,6
USG-000817,ACC-00137,2026-04-01,55500,106,11
USG-000818,ACC-00137,2026-05-01,64934,111,17
USG-000819,ACC-00137,2026-06-01,75323,115,16
USG-000820,ACC-00137,2026-07-01,86621,118,15
USG-000821,ACC-00137,2026-08-01,102212,115,18
USG-000822,ACC-00137,2026-09-01,119588,119,17
USG-000823,ACC-00138,2026-04-01,1050000,19,5
USG-000824,ACC-00138,2026-05-01,1144500,18,9
USG-000825,ACC-00138,2026-06-01,1201725,20,5
USG-000826,ACC-00138,2026-07-01,1249794,18,4
USG-000827,ACC-00138,2026-08-01,1374773,19,10
USG-000828,ACC-00138,2026-09-01,1457259,22,6
USG-000829,ACC-00139,2026-04-01,52000,4,4
USG-000830,ACC-00139,2026-05-01,55640,6,7
USG-000831,ACC-00139,2026-06-01,57865,11,4
USG-000832,ACC-00139,2026-07-01,62494,10,8
USG-000833,ACC-00139,2026-08-01,67493,10,8
USG-000834,ACC-00139,2026-09-01,70867,16,5
USG-000835,ACC-00140,2026-04-01,13559999,60,13
USG-000836,ACC-00140,2026-05-01,16136398,61,19
USG-000837,ACC-00140,2026-06-01,19202313,59,19
USG-000838,ACC-00140,2026-07-01,21890636,56,14
USG-000839,ACC-00140,2026-08-01,24298605,57,11
USG-000840,ACC-00140,2026-09-01,27214437,60,12
USG-000841,ACC-00141,2026-04-01,16920000,24,41
USG-000842,ACC-00141,2026-05-01,24364800,21,44
USG-000843,ACC-00141,2026-06-01,34841664,19,43
USG-000844,ACC-00141,2026-07-01,50868829,17,46
USG-000845,ACC-00141,2026-08-01,74777178,21,47
USG-000846,ACC-00141,2026-09-01,109174679,26,46
USG-000847,ACC-00142,2026-04-01,4280000,77,7
USG-000848,ACC-00142,2026-05-01,4665200,77,9
USG-000849,ACC-00142,2026-06-01,5038416,82,8
USG-000850,ACC-00142,2026-07-01,5290336,80,5
USG-000851,ACC-00142,2026-08-01,5501949,82,4
USG-000852,ACC-00142,2026-09-01,5722026,80,4
USG-000853,ACC-00143,2026-04-01,1080000,129,8
USG-000854,ACC-00143,2026-05-01,1198800,134,11
USG-000855,ACC-00143,2026-06-01,1318680,132,10
USG-000856,ACC-00143,2026-07-01,1437361,136,9
USG-000857,ACC-00143,2026-08-01,1537976,141,7
USG-000858,ACC-00143,2026-09-01,1676393,143,9
USG-000859,ACC-00144,2026-04-01,56000,42,12
USG-000860,ACC-00144,2026-05-01,66080,44,18
USG-000861,ACC-00144,2026-06-01,74009,43,12
USG-000862,ACC-00144,2026-07-01,84370,49,14
USG-000863,ACC-00144,2026-08-01,97869,55,16
USG-000864,ACC-00144,2026-09-01,115485,60,18
USG-000865,ACC-00145,2026-04-01,51500,89,3
USG-000866,ACC-00145,2026-05-01,54075,86,5
USG-000867,ACC-00145,2026-06-01,57319,85,6
USG-000868,ACC-00145,2026-07-01,58465,88,2
USG-000869,ACC-00145,2026-08-01,57880,87,-1
USG-000870,ACC-00145,2026-09-01,59616,88,3
USG-000871,ACC-00146,2026-04-01,5800000,100,45
USG-000872,ACC-00146,2026-05-01,8584000,104,48
USG-000873,ACC-00146,2026-06-01,12275120,101,43
USG-000874,ACC-00146,2026-07-01,17921675,99,46
USG-000875,ACC-00146,2026-08-01,26524079,97,48
USG-000876,ACC-00146,2026-09-01,37398951,101,41
USG-000877,ACC-00147,2026-04-01,298000,22,49
USG-000878,ACC-00147,2026-05-01,423160,24,42
USG-000879,ACC-00147,2026-06-01,622045,25,47
USG-000880,ACC-00147,2026-07-01,920626,30,48
USG-000881,ACC-00147,2026-08-01,1325701,34,44
USG-000882,ACC-00147,2026-09-01,1869238,34,41
USG-000883,ACC-00148,2026-04-01,51500,127,3
USG-000884,ACC-00148,2026-05-01,55105,124,7
USG-000885,ACC-00148,2026-06-01,55656,128,1
USG-000886,ACC-00148,2026-07-01,57325,126,3
USG-000887,ACC-00148,2026-08-01,59044,131,3
USG-000888,ACC-00148,2026-09-01,61405,135,4
USG-000889,ACC-00149,2026-04-01,186000,107,-7
USG-000890,ACC-00149,2026-05-01,172980,109,-7
USG-000891,ACC-00149,2026-06-01,164331,112,-5
USG-000892,ACC-00149,2026-07-01,162687,115,-1
USG-000893,ACC-00149,2026-08-01,151298,119,-7
USG-000894,ACC-00149,2026-09-01,140707,124,-7
USG-000895,ACC-00150,2026-04-01,11760000,82,-2
USG-000896,ACC-00150,2026-05-01,11407200,83,-3
USG-000897,ACC-00150,2026-06-01,10608696,80,-7
USG-000898,ACC-00150,2026-07-01,10396522,83,-2
USG-000899,ACC-00150,2026-08-01,9772730,82,-6
USG-000900,ACC-00150,2026-09-01,9577275,80,-2
USG-000901,ACC-00151,2026-04-01,208000,92,4
USG-000902,ACC-00151,2026-05-01,214240,95,3
USG-000903,ACC-00151,2026-06-01,209955,97,-2
USG-000904,ACC-00151,2026-07-01,205755,97,-2
USG-000905,ACC-00151,2026-08-01,213985,100,4
USG-000906,ACC-00151,2026-09-01,222544,104,4
USG-000907,ACC-00152,2026-04-01,12480000,17,4
USG-000908,ACC-00152,2026-05-01,13977600,22,12
USG-000909,ACC-00152,2026-06-01,15375360,28,10
USG-000910,ACC-00152,2026-07-01,16451635,27,7
USG-000911,ACC-00152,2026-08-01,17109700,29,4
USG-000912,ACC-00152,2026-09-01,18649573,29,9
USG-000913,ACC-00153,2026-04-01,990000,9,-1
USG-000914,ACC-00153,2026-05-01,999900,13,1
USG-000915,ACC-00153,2026-06-01,1019898,19,2
USG-000916,ACC-00153,2026-07-01,1070892,17,5
USG-000917,ACC-00153,2026-08-01,1113727,23,4
USG-000918,ACC-00153,2026-09-01,1180550,26,6
USG-000919,ACC-00154,2026-04-01,1020000,7,2
USG-000920,ACC-00154,2026-05-01,1071000,11,5
USG-000921,ACC-00154,2026-06-01,1060290,15,-1
USG-000922,ACC-00154,2026-07-01,1134510,21,7
USG-000923,ACC-00154,2026-08-01,1202580,25,6
USG-000924,ACC-00154,2026-09-01,1250683,27,4
USG-000925,ACC-00155,2026-04-01,1050000,49,5
USG-000926,ACC-00155,2026-05-01,1092000,49,4
USG-000927,ACC-00155,2026-06-01,1223040,50,12
USG-000928,ACC-00155,2026-07-01,1296422,49,6
USG-000929,ACC-00155,2026-08-01,1439028,49,11
USG-000930,ACC-00155,2026-09-01,1582930,48,10
USG-000931,ACC-00156,2026-04-01,3840000,54,-4
USG-000932,ACC-00156,2026-05-01,3763200,53,-2
USG-000933,ACC-00156,2026-06-01,3876096,51,3
USG-000934,ACC-00156,2026-07-01,3759813,49,-3
USG-000935,ACC-00156,2026-08-01,3872607,51,3
USG-000936,ACC-00156,2026-09-01,3988785,54,3
USG-000937,ACC-00157,2026-04-01,12600000,36,5
USG-000938,ACC-00157,2026-05-01,13356000,33,6
USG-000939,ACC-00157,2026-06-01,14424480,32,8
USG-000940,ACC-00157,2026-07-01,16155417,34,12
USG-000941,ACC-00157,2026-08-01,16963187,35,5
USG-000942,ACC-00157,2026-09-01,18320241,40,8
USG-000943,ACC-00158,2026-04-01,3840000,61,-4
USG-000944,ACC-00158,2026-05-01,3532800,64,-8
USG-000945,ACC-00158,2026-06-01,3214848,64,-9
USG-000946,ACC-00158,2026-07-01,2989808,63,-7
USG-000947,ACC-00158,2026-08-01,2720725,62,-9
USG-000948,ACC-00158,2026-09-01,2639103,68,-3
USG-000949,ACC-00159,2026-04-01,11400000,5,-5
USG-000950,ACC-00159,2026-05-01,11058000,6,-3
USG-000951,ACC-00159,2026-06-01,10836840,4,-2
USG-000952,ACC-00159,2026-07-01,9861524,7,-9
USG-000953,ACC-00159,2026-08-01,9762908,4,-1
USG-000954,ACC-00159,2026-09-01,8981875,8,-8
USG-000955,ACC-00160,2026-04-01,3880000,10,-3
USG-000956,ACC-00160,2026-05-01,3841200,14,-1
USG-000957,ACC-00160,2026-06-01,3687552,16,-4
USG-000958,ACC-00160,2026-07-01,3540049,13,-4
USG-000959,ACC-00160,2026-08-01,3540049,19,0
USG-000960,ACC-00160,2026-09-01,3504648,19,-1
USG-000961,ACC-00161,2026-04-01,296000,107,48
USG-000962,ACC-00161,2026-05-01,429200,108,45
USG-000963,ACC-00161,2026-06-01,630924,114,47
USG-000964,ACC-00161,2026-07-01,908530,112,44
USG-000965,ACC-00161,2026-08-01,1344624,111,48
USG-000966,ACC-00161,2026-09-01,1949704,115,45
USG-000967,ACC-00162,2026-04-01,4440000,69,11
USG-000968,ACC-00162,2026-05-01,5061600,75,14
USG-000969,ACC-00162,2026-06-01,5618376,78,11
USG-000970,ACC-00162,2026-07-01,6517316,79,16
USG-000971,ACC-00162,2026-08-01,7234220,78,11
USG-000972,ACC-00162,2026-09-01,8391695,84,16
USG-000973,ACC-00163,2026-04-01,11280000,92,-6
USG-000974,ACC-00163,2026-05-01,10603200,91,-6
USG-000975,ACC-00163,2026-06-01,10391136,90,-2
USG-000976,ACC-00163,2026-07-01,10183313,89,-2
USG-000977,ACC-00163,2026-08-01,10081479,87,-1
USG-000978,ACC-00163,2026-09-01,9375775,93,-7
USG-000979,ACC-00164,2026-04-01,50500,99,1
USG-000980,ACC-00164,2026-05-01,50500,105,0
USG-000981,ACC-00164,2026-06-01,51510,102,2
USG-000982,ACC-00164,2026-07-01,50479,105,-2
USG-000983,ACC-00164,2026-08-01,51488,109,2
USG-000984,ACC-00164,2026-09-01,52517,111,2
USG-000985,ACC-00165,2026-04-01,286000,124,43
USG-000986,ACC-00165,2026-05-01,414700,126,45
USG-000987,ACC-00165,2026-06-01,597168,132,44
USG-000988,ACC-00165,2026-07-01,883808,133,48
USG-000989,ACC-00165,2026-08-01,1290359,130,46
USG-000990,ACC-00165,2026-09-01,1909731,127,48
USG-000991,ACC-00166,2026-04-01,11880000,117,-1
USG-000992,ACC-00166,2026-05-01,12592800,119,6
USG-000993,ACC-00166,2026-06-01,13222440,116,5
USG-000994,ACC-00166,2026-07-01,13354664,113,1
USG-000995,ACC-00166,2026-08-01,14289490,110,7
USG-000996,ACC-00166,2026-09-01,14289490,116,0
USG-000997,ACC-00167,2026-04-01,196000,12,-2
USG-000998,ACC-00167,2026-05-01,197960,13,1
USG-000999,ACC-00167,2026-06-01,195980,19,-1
USG-001000,ACC-00167,2026-07-01,188140,20,-4
USG-001001,ACC-00167,2026-08-01,188140,25,0
USG-001002,ACC-00167,2026-09-01,180614,31,-4
USG-001003,ACC-00168,2026-04-01,202000,47,1
USG-001004,ACC-00168,2026-05-01,199980,47,-1
